Animal_ID,Cohort,Treatment,Region ,FractalDimension(DB),Lacunarity,Density(pixels/area),SpanRatio,Circularity,NumberOfEndpoints,BranchLength(um),NumberBranches,body_area,cell_area_C,body_perimeter,cell_perim_C
1:01,1,Control,2,1.5274,0.4851,0.0806,1.0428,0.8645,52,902.215,121,285,285,37.467,37
1:01,1,Control,2,1.5618,0.3243,0.085,1.0434,0.8609,67,1019.026,135,591.3333333,591,75.94,76
1:01,1,Control,1,1.4206,0.734,0.0408,1.1217,0.8571,62,1104.021,113,526.6666667,527,68.539,69
1:01,1,Control,2,1.6159,0.3156,0.0949,1.169,0.9131,92,1473.047,205,597.3333333,597,84.343,84
1:01,1,Control,3,1.4808,0.4498,0.0544,1.1761,0.825,62,875.1526667,131,630.3333333,630,70.76433333,71
1:01,1,Control,2,1.6252,0.3006,0.0908,1.1762,0.9187,94,1562.526333,209,487,487,52.26966667,52
1:01,1,Control,3,1.3934,0.5117,0.0494,1.1954,0.8344,56,767.5136667,122,1462,1462,90.93933333,91
1:01,1,Control,3,1.4705,0.5043,0.0549,1.2091,0.8355,54,924.169,112,540,540,64.97233333,65
1:01,1,Control,1,1.5807,0.3667,0.101,1.2813,0.8692,58,818.6666667,123,430.6666667,431,62.721,63
1:01,1,Control,3,1.5465,0.3372,0.0755,1.2884,0.9146,60,1032.187667,129,741.6666667,742,96.87566667,97
1:01,1,Control,3,1.566,0.3606,0.0871,1.3166,0.8539,83,1066.548,163,417.6666667,418,58.142,58
1:01,1,Control,3,1.5548,0.3999,0.0709,1.4185,0.775,87,1371.533,184,539,539,82.972,83
1:01,1,Control,3,1.3715,0.7927,0.0408,1.4399,0.6765,52,788.5476667,99,464,464,66.27666667,66
1:01,1,Control,1,1.3887,0.7278,0.0466,1.4543,0.7477,51,901.687,118,191.3333333,191,31.98333333,32
1:01,1,Control,3,1.5488,0.3871,0.079,1.4812,0.8786,84,1205.513667,168,360.6666667,361,50.673,51
1:01,1,Control,1,1.3461,0.6806,0.0352,1.4871,0.7617,43,769.855,93,471.3333333,471,51.90166667,52
1:01,1,Control,1,1.5935,0.3552,0.102,1.5011,0.8556,48,815.703,119,322.6666667,323,54.28733333,54
1:01,1,Control,3,1.4659,0.4649,0.057,1.5126,0.7413,60,839.7033333,117,741.6666667,742,106.25,106
1:01,1,Control,1,1.5107,0.416,0.055,1.5186,0.7904,47,851.1256667,86,399,399,52.42133333,52
1:01,1,Control,1,1.5498,0.3571,0.0703,1.5892,0.7564,70,1302.587333,132,291.6666667,292,40.41333333,40
1:01,1,Control,2,1.4945,0.4718,0.0619,1.655,0.7974,97,1291.221333,210,715.6666667,716,91.15666667,91
1:01,1,Control,1,1.5036,0.385,0.0737,1.7033,0.8335,44,739.102,98,490.3333333,490,59.857,60
1:01,1,Control,2,1.5067,0.5102,0.0883,1.8348,0.8079,51,1012.887,153,405.6666667,406,65.349,65
1:01,1,Control,2,1.5355,0.3767,0.0724,1.8547,0.8241,104,1477.925333,230,610.3333333,610,79.88733333,80
1:01,1,Control,2,1.5412,0.5395,0.0744,1.993,0.7173,46,940.0136667,98,442,442,62.94666667,63
1:01,1,Control,2,1.5709,0.3535,0.0941,2.1481,0.7688,66,1063.303667,146,481.3333333,481,57.398,57
1:01,1,Control,1,1.4956,0.4259,0.0686,2.8231,0.5699,44,824.4046667,81,286.6666667,287,38.60266667,39
1:05,1,Control,1,1.5296,0.4274,0.0755,1.0633,0.817,68,1017.368667,162,492.3333333,492,70.545,71
1:05,1,Control,1,1.3711,0.7441,0.0373,1.0848,0.7079,68,961.1246667,140,440,440,53.74833333,54
1:05,1,Control,3,1.6141,0.2955,0.1027,1.1195,0.9206,64,870.6136667,134,508.6666667,509,65.588,66
1:05,1,Control,3,1.5147,0.4194,0.0685,1.168,0.8771,85,1307.922,183,552.3333333,552,59.28833333,59
1:05,1,Control,2,1.536,0.374,0.0804,1.1734,0.8537,80,1145.104333,170,506.6666667,507,62.608,63
1:05,1,Control,1,1.5737,0.3415,0.0869,1.1811,0.8783,128,1485.504,258,266,266,37.71366667,38
1:05,1,Control,3,1.5986,0.3212,0.095,1.2834,0.8763,68,956.512,139,303,303,39.72333333,40
1:05,1,Control,1,1.5638,0.4124,0.0722,1.3277,0.8797,69,956.4903333,179,421,421,50.49733333,50
1:05,1,Control,2,1.5151,0.4142,0.0721,1.349,0.855,61,900.4946667,129,374.6666667,375,45.56066667,46
1:05,1,Control,2,1.477,0.4412,0.0681,1.3641,0.8123,56,1054.615,125,388.3333333,388,44.19566667,44
1:05,1,Control,1,1.5423,0.3486,0.0827,1.3674,0.8401,49,723.581,91,405.3333333,405,49.04433333,49
1:05,1,Control,2,1.5198,0.4169,0.0738,1.3968,0.6879,82,1102.044,177,348.6666667,349,48.10733333,48
1:05,1,Control,1,1.4252,0.4955,0.0448,1.4072,0.7912,69,956.4903333,143,412.6666667,413,54.699,55
1:05,1,Control,3,1.5868,0.3604,0.0973,1.4102,0.8629,70,1004.646,148,327.3333333,327,47.65933333,48
1:05,1,Control,1,1.5276,0.546,0.0618,1.4165,0.8331,68,961.1246667,143,414,414,47.026,47
1:05,1,Control,2,1.572,0.3098,0.0986,1.4353,0.8583,73,948.331,151,429,429,51.16733333,51
1:05,1,Control,3,1.4943,0.4145,0.0788,1.4382,0.767,56,858.975,123,475.3333333,475,53.30066667,53
1:05,1,Control,2,1.4421,0.5077,0.0658,1.5736,0.7714,55,785.2223333,111,264.6666667,265,41.29666667,41
1:05,1,Control,3,1.6,0.3267,0.1009,1.6111,0.8641,64,918.443,141,564,564,75.04866667,75
1:05,1,Control,3,1.6036,0.362,0.1005,1.6359,0.8557,67,979.418,135,405.6666667,406,46.45033333,46
1:05,1,Control,2,1.5094,0.5126,0.0658,1.6539,0.8434,91,1483.511667,207,332,332,45.57166667,46
1:05,1,Control,3,1.564,0.3747,0.0834,1.6759,0.7724,109,1549.907333,137,795.6666667,796,91.291,91
1:05,1,Control,1,1.5444,0.3673,0.0853,1.69,0.8099,87,1257.774667,179,434,434,66.826,67
1:05,1,Control,2,1.4448,0.5102,0.0504,1.7724,0.8069,74,1096.283,164,411,411,54.86733333,55
1:05,1,Control,2,1.4717,0.3953,0.0637,1.9519,0.7744,69,1143.852,151,342.3333333,342,42.484,42
1:05,1,Control,3,1.4939,0.416,0.0715,1.9543,0.7757,73,1132.812667,157,477,477,50.66733333,51
1:05,1,Control,1,1.4878,0.4283,0.0701,2.9578,0.6135,75,1010.717333,158,339,339,53.74733333,54
1:06,1,Control,3,1.467,0.5149,0.0601,1.1811,0.6996,65,848.4226667,137,534.6666667,535,58.74833333,59
1:06,1,Control,1,1.3204,0.3665,0.0227,1.1847,0.7798,62,861.0053333,116,404.3333333,404,55.82466667,56
1:06,1,Control,1,1.3033,0.2637,0.0227,1.185,0.7872,52,826.2166667,105,467.3333333,467,51.09933333,51
1:06,1,Control,1,1.4334,0.6655,0.0451,1.2159,0.7956,62,986.498,134,842,842,124.108,124
1:06,1,Control,1,1.5133,0.3912,0.0831,1.2255,0.8254,52,788.1913333,103,454,454,58.132,58
1:06,1,Control,2,1.4179,0.7592,0.0407,1.235,0.7689,46,940.0136667,98,1031.333333,1031,89.288,89
1:06,1,Control,2,1.431,0.4529,0.0633,1.2676,0.8763,43,610.678,84,479.3333333,479,55.721,56
1:06,1,Control,2,1.4476,0.4263,0.0629,1.3243,0.884,39,666.0166667,77,320.3333333,320,44.02866667,44
1:06,1,Control,3,1.5461,0.3893,0.0867,1.3294,0.874,45,814.6153333,92,301.3333333,301,45.17133333,45
1:06,1,Control,3,1.5196,0.3839,0.0706,1.3574,0.889,71,1387.065,169,446,446,61.31433333,61
1:06,1,Control,2,1.5391,0.3627,0.075,1.3649,0.8341,50,993.8233333,116,363.6666667,364,42.09933333,42
1:06,1,Control,3,1.4721,0.4662,0.0566,1.3675,0.8058,58,855.856,116,338,338,40.315,40
1:06,1,Control,3,1.2699,0.99,0.0306,1.3701,0.7245,48,652.8013333,101,297.6666667,298,38.79,39
1:06,1,Control,1,1.4435,0.4587,0.0546,1.4268,0.7734,44,641.8093333,89,897.6666667,898,112.2156667,112
1:06,1,Control,2,1.4823,0.4233,0.0528,1.4341,0.8356,52,960.8866667,108,598.6666667,599,60.05133333,60
1:06,1,Control,2,1.50995,0.3767,0.0758,1.4524,0.8769,50,814.9716667,103,459,459,60.514,61
1:06,1,Control,3,1.4978,0.4399,0.0533,1.5799,0.7503,84,1170.503333,183,477,477,61.34766667,61
1:06,1,Control,3,1.3867,0.5919,0.0385,1.6265,0.7296,57,787.66,111,351,351,46.76633333,47
1:06,1,Control,1,1.6167,0.3118,0.0989,1.6871,0.8456,59,852.361,116,402,402,50.27166667,50
1:06,1,Control,1,1.4953,0.4027,0.0762,1.6886,0.8369,39,625.2256667,72,363.6666667,364,59.192,59
1:06,1,Control,2,1.4435,0.3842,0.0589,1.694,0.7561,45,784.8676667,90,392,392,46.54066667,47
1:06,1,Control,3,1.565,0.3702,0.0858,1.7382,0.768,70,1251.767333,165,485.6666667,486,74.05033333,74
1:06,1,Control,1,1.3292,0.785,0.0398,1.7647,0.7401,54,738.4953333,104,505.6666667,506,74.56533333,75
1:06,1,Control,1,1.4978,0.3592,0.0723,1.7928,0.7786,45,844.4683333,93,476.6666667,477,59.369,59
1:06,1,Control,2,1.3375,0.6614,0.033,1.9899,0.6153,34,500.8786667,68,290.3333333,290,42.65733333,43
1:06,1,Control,2,1.401,0.4151,0.0779,1.996,0.657,45,594.4056667,81,319.3333333,319,51.181,51
1:06,1,Control,3,1.451,0.4185,0.0798,2.0694,0.7641,36,532.5893333,67,504.3333333,504,55.22366667,55
1:07,1,Control,3,1.4814,0.5983,0.0555,NA,0.9258,88,1286.160333,182,381.6666667,382,48.863,49
1:07,1,Control,3,1.502,0.4929,0.0659,1.1137,0.868,63,889.7693333,131,494.6666667,495,53.99233333,54
1:07,1,Control,2,1.5652,0.3621,0.0872,1.1294,0.8887,79,1075.703,170,842,842,72.672,73
1:07,1,Control,1,1.7869,0.1613,0.0901,1.1847,0.7968,104,1586.737667,229,682.3333333,682,73.41533333,73
1:07,1,Control,1,1.5778,0.3458,0.0966,1.2318,0.9063,80,1007.618,174,366.6666667,367,45.05633333,45
1:07,1,Control,1,1.5162,0.4346,0.065,1.2734,0.7798,107,1171.28,211,548.3333333,548,67.73266667,68
1:07,1,Control,1,1.4299,0.4081,0.0524,1.3207,0.8154,44,806.8903333,97,474.6666667,475,63.17,63
1:07,1,Control,3,1.4871,0.4464,0.0681,1.3208,0.779,59,799.1806667,120,442,442,57.091,57
1:07,1,Control,1,1.4245,0.6745,0.038,1.4003,0.7758,60,847.1713333,146,517.6666667,518,60.189,60
1:07,1,Control,2,1.5729,0.3636,0.0763,1.4158,0.855,106,1597.477333,223,522.6666667,523,79.59,80
1:07,1,Control,2,1.5323,0.3878,0.0954,1.4236,0.8827,52,777.6503333,106,277.6666667,278,40.73066667,41
1:07,1,Control,3,1.4565,0.4037,0.081,1.4269,0.871,54,609.6,117,461.6666667,462,53.21866667,53
1:07,1,Control,2,1.4038,0.6033,0.0439,1.4387,0.8297,55,817.928,115,253.3333333,253,36.23833333,36
1:07,1,Control,1,1.4982,0.5329,0.06,1.466,0.7896,83,1302.476333,188,345.6666667,346,44.17066667,44
1:07,1,Control,3,1.5155,0.4031,0.0648,1.4871,0.7718,67,1003.753333,141,315,315,54.54833333,55
1:07,1,Control,3,1.4303,0.6754,0.045,1.5522,0.8265,84,1262.678,171,506.6666667,507,57.30666667,57
1:07,1,Control,2,1.5998,0.3323,0.0975,1.6032,0.8338,75,1100.895333,159,399.3333333,399,51.898,52
1:07,1,Control,2,1.5697,0.4066,0.0666,1.6835,0.6876,67,1219.848,176,422,422,57.30366667,57
1:07,1,Control,3,1.5485,0.3328,0.085,1.7466,0.833,47,867.19,96,452.6666667,453,51.865,52
1:07,1,Control,3,1.5822,0.3527,0.0953,1.7594,0.7542,73,1192.548333,166,580.3333333,580,64.65166667,65
1:07,1,Control,2,1.5175,0.3521,0.0775,1.7834,0.7902,49,848.5553333,96,712.3333333,712,78.77433333,79
1:07,1,Control,2,1.5288,0.4307,0.0679,1.802,0.8117,114,1501.227333,244,595.6666667,596,65.94666667,66
1:07,1,Control,2,1.5122,0.4318,0.0532,1.8267,0.6859,57,897.4996667,132,571.6666667,572,79.67266667,80
1:07,1,Control,1,1.5416,0.4048,0.0626,1.9947,0.7585,79,847.1713333,165,294,294,39.77333333,40
1:07,1,Control,1,1.51,0.4022,0.0565,1.9969,0.6551,50,823.8876667,101,301,301,41.99533333,42
1:07,1,Control,3,1.5805,0.4029,0.0786,2.1438,0.6628,89,1310.796333,206,432.6666667,433,60.249,60
1:07,1,Control,1,1.4828,0.4719,0.0609,2.7065,0.6496,98,1126.637333,188,509,509,66.587,67
1:08,1,Control,1,1.5133,0.3811,0.0666,1.1475,0.846,64,1238.028667,141,429,429,49.29966667,49
1:08,1,Control,1,1.7799,0.1886,0.0874,1.1848,0.8085,73,1074.3,154,402.3333333,402,48.861,49
1:08,1,Control,1,1.7762,0.1954,0.0858,1.1848,0.8067,87,1200.864333,192,443,443,50.55133333,51
1:08,1,Control,1,1.7704,0.1959,0.0849,1.185,0.7882,71,948.0656667,137,344.3333333,344,42.348,42
1:08,1,Control,3,1.5058,0.5687,0.0629,1.2371,0.8394,73,1213.044667,157,570.6666667,571,56.20166667,56
1:08,1,Control,2,1.4536,0.5104,0.0448,1.2391,0.8706,71,956.5093333,153,624.6666667,625,87.71233333,88
1:08,1,Control,2,1.4805,0.5053,0.0486,1.2443,0.886,82,1171.801333,176,483,483,51.99433333,52
1:08,1,Control,1,1.4984,0.4473,0.0493,1.2457,0.7908,71,956.5093333,153,542.6666667,543,64.30366667,64
1:08,1,Control,3,1.5739,0.3329,0.0775,1.2665,0.8658,82,1299.737667,172,631,631,61.96366667,62
1:08,1,Control,2,1.4694,0.5541,0.0547,1.2678,0.8314,85,1303.566667,179,556.3333333,556,67.425,67
1:08,1,Control,3,1.4459,0.5042,0.0587,1.325,0.8927,62,751.5573333,124,378.3333333,378,46.172,46
1:08,1,Control,2,1.3692,0.9858,0.0363,1.3293,0.7019,64,1248.503,177,467,467,61.85933333,62
1:08,1,Control,3,1.4756,0.4554,0.0524,1.3647,0.7592,76,1106.225,151,461,461,61.40333333,61
1:08,1,Control,1,1.4751,0.4462,0.0604,1.3697,0.8084,75,1393.702333,179,390.6666667,391,51.76166667,52
1:08,1,Control,2,1.485,0.4395,0.059,1.3792,0.7626,52,923.0966667,120,387,387,46.56566667,47
1:08,1,Control,2,1.5639,0.3271,0.0753,1.3974,0.8435,76,1272.546333,171,663.6666667,664,68.97866667,69
1:08,1,Control,3,1.5266,0.4477,0.0783,1.4987,0.748,68,1085.75,164,640.6666667,641,70.71333333,71
1:08,1,Control,3,1.6161,0.3342,0.1235,1.5002,0.8518,61,771.5833333,127,318.3333333,318,47.89333333,48
1:08,1,Control,3,1.4172,0.4432,0.0708,1.5289,0.8468,40,588.3866667,76,394.6666667,395,46.326,46
1:08,1,Control,1,1.5428,0.3156,0.0787,1.5328,0.8489,76,1217.005333,165,667.6666667,668,72.98266667,73
1:08,1,Control,2,1.5266,0.4515,0.0716,1.5598,0.7642,78,1107.373,166,279,279,38.72033333,39
1:08,1,Control,3,1.421,0.5338,0.0533,1.58,0.8165,77,1055.059,160,513,513,72.47,72
1:08,1,Control,2,1.5461,0.3956,0.0841,1.5937,0.836,85,1281.948667,200,548.3333333,548,66.06033333,66
1:08,1,Control,1,1.4705,0.5191,0.0682,1.7848,0.736,51,775.105,108,423,423,46.235,46
1:08,1,Control,3,1.5548,0.3775,0.0896,1.8201,0.8005,55,891.1586667,108,377.6666667,378,46.88633333,47
1:08,1,Control,2,1.5539,0.3719,0.0811,1.929,0.7969,93,1274.13,213,379.3333333,379,51.95466667,52
1:08,1,Control,1,1.4923,0.505,0.0651,2.3727,0.6844,55,954.5086667,126,504.6666667,505,59.83133333,60
1:12,1,PLX,1,1.4759,0.3735,0.0855,1.0549,0.9052,35,517.616,78,809.3333333,809,98.11033333,98
1:12,1,PLX,1,1.3765,0.7074,0.0593,1.0887,0.8761,41,576.0676667,94,401,401,58.98933333,59
1:12,1,PLX,3,1.5386,0.3224,0.0861,1.1082,0.8512,43,513.2223333,83,591.3333333,591,71.29233333,71
1:12,1,PLX,3,1.4503,0.4826,0.0627,1.1321,0.8392,30,464.2106667,54,147.6666667,148,33.853,34
1:12,1,PLX,1,1.7334,0.2308,0.0679,1.1848,0.8065,58,704.9313333,117,438.3333333,438,64.884,65
1:12,1,PLX,1,1.7263,0.2521,0.0654,1.185,0.7984,55,879.72,119,431.6666667,432,55.514,56
1:12,1,PLX,3,1.434,0.4558,0.068,1.2313,0.8643,25,476.649,51,432.6666667,433,57.19266667,57
1:12,1,PLX,3,1.4335,0.3511,0.085,1.2474,0.8077,16,337.42,31,563.3333333,563,69.91533333,70
1:12,1,PLX,2,1.4816,0.3493,0.0703,1.2503,0.8652,58,879.881,112,414,414,59.33333333,59
1:12,1,PLX,2,1.4981,0.4924,0.059,1.2739,0.8374,65,1027.307667,143,371.3333333,371,53.244,53
1:12,1,PLX,2,1.4274,0.592,0.0483,1.2963,0.7502,61,1073.435333,137,755,755,90.40533333,90
1:12,1,PLX,2,1.4284,0.4344,0.0669,1.3018,0.8459,48,584.5903333,105,569,569,72.54533333,73
1:12,1,PLX,3,1.4516,0.5147,0.067,1.3107,0.7667,50,555.4776667,106,731.6666667,732,78.30533333,78
1:12,1,PLX,2,1.5345,0.4263,0.0741,1.3112,0.8849,82,1275.161333,180,554.3333333,554,65.43833333,65
1:12,1,PLX,1,1.7845,0.3369,0.158,1.3336,0.7693,40,578.0033333,78,376,376,53.27866667,53
1:12,1,PLX,1,1.4726,0.4531,0.0672,1.3679,0.7814,51,664.1083333,105,693.3333333,693,67.28666667,67
1:12,1,PLX,3,1.5098,0.3673,0.0878,1.3751,0.7962,34,567.4203333,67,847,847,91.707,92
1:12,1,PLX,1,1.367,0.8243,0.0341,1.4093,0.7381,53,850.813,99,448,448,60.051,60
1:12,1,PLX,2,1.4329,0.3775,0.0606,1.4287,0.8659,57,803.21,108,762.3333333,762,78.835,79
1:12,1,PLX,2,1.4514,0.4011,0.0649,1.5137,0.855,53,826.4466667,116,360.3333333,360,55.55933333,56
1:12,1,PLX,1,1.4482,0.4694,0.0516,1.5254,0.7977,49,812.9833333,125,791.6666667,792,95.16666667,95
1:12,1,PLX,3,1.3549,0.7877,0.0317,1.6405,0.7237,48,703.4306667,91,735,735,87.606,88
1:12,1,PLX,1,1.4669,0.3129,0.0852,1.6828,0.8326,26,361.1866667,49,686.3333333,686,84.971,85
1:12,1,PLX,3,1.4868,0.4364,0.071,1.8299,0.7659,42,601.923,84,870,870,109.269,109
1:12,1,PLX,3,1.4093,0.4353,0.0797,1.8802,0.7297,32,405.9396667,67,571.6666667,572,66.33366667,66
1:12,1,PLX,2,1.4351,0.528,0.0517,1.9223,0.6297,41,567.3253333,81,582,582,65.52366667,66
1:12,1,PLX,2,1.5018,0.405,0.0774,2.3016,0.6041,38,637.2426667,86,688,688,82.826,83
1:13,1,PLX,3,1.4871,0.361,0.0928,1.0221,0.9054,30,429.2323333,63,970.3333333,970,106.865,107
1:13,1,PLX,2,1.4532,0.3952,0.083,1.1781,0.8221,22,343.668,49,342.6666667,343,43.91433333,44
1:13,1,PLX,3,1.3896,0.5322,0.0483,1.1833,0.7873,49,674.689,92,701,701,83.167,83
1:13,1,PLX,1,1.3863,0.4906,0.0521,1.2166,0.8726,35,558.7463333,68,360,360,48.1,48
1:13,1,PLX,3,1.485,0.3498,0.0799,1.2306,0.9177,33,535.8906667,64,536,536,74.32866667,74
1:13,1,PLX,1,1.5145,0.3556,0.0816,1.2454,0.8287,41,541.1523333,88,353.6666667,354,53.85133333,54
1:13,1,PLX,2,1.5331,0.3811,0.0935,1.2455,0.9095,53,657.5476667,111,817.6666667,818,90.23633333,90
1:13,1,PLX,1,1.4639,0.4052,0.068,1.2476,0.92,34,501.886,65,482,482,62.63666667,63
1:13,1,PLX,3,1.3224,0.5921,0.0449,1.2546,0.7241,29,475.8823333,56,441.6666667,442,57.91,58
1:13,1,PLX,1,1.4087,0.5486,0.0407,1.3019,0.7662,82,1049.118667,160,455.3333333,455,53.531,54
1:13,1,PLX,1,1.4369,0.4958,0.0782,1.3714,0.721,46,589.8183333,92,457.6666667,458,58.75666667,59
1:13,1,PLX,2,1.3701,0.5409,0.0571,1.483,0.7459,27,406.8606667,54,282.3333333,282,38.04933333,38
1:13,1,PLX,3,1.5166,0.4068,0.066,1.5301,0.7549,71,1019.365333,142,1032.333333,1032,131.069,131
1:13,1,PLX,3,1.4788,0.3351,0.0926,1.5314,0.7891,25,340.856,48,983.3333333,983,107.46,107
1:13,1,PLX,1,1.3443,0.4831,0.0561,1.5504,0.7974,28,383.9606667,55,345,345,47.298,47
1:13,1,PLX,2,1.5366,0.3491,0.098,1.5542,0.8142,38,582.5436667,86,512.3333333,512,65.64166667,66
1:13,1,PLX,3,1.4776,0.3815,0.0838,1.5567,0.8133,38,557.041,87,1135.333333,1135,110.0953333,110
1:13,1,PLX,1,1.4443,0.3831,0.0859,1.579,0.8132,27,371.4263333,54,318.3333333,318,51.62933333,52
1:13,1,PLX,2,1.3569,0.5842,0.0336,1.7394,0.519,26,424.2956667,48,430,430,53.25133333,53
1:13,1,PLX,1,1.5048,0.4278,0.0668,1.8017,0.6843,68,884.7476667,150,431.3333333,431,55.27966667,55
1:13,1,PLX,3,1.421,0.3611,0.0723,1.8196,0.8297,27,399.8576667,59,798,798,105.355,105
1:13,1,PLX,2,1.2281,0.7739,0.0237,1.8878,0.6337,20,375.4603333,44,660,660,75.243,75
1:13,1,PLX,3,1.3769,0.4594,0.0562,2.2096,0.6564,39,560.203,76,361.6666667,362,57.91966667,58
1:13,1,PLX,1,1.432,0.7962,0.1721,2.3934,0.6189,68,1002.212667,142,319,319,56.75233333,57
1:13,1,PLX,2,1.2304,0.7994,0.0178,2.4315,0.583,25,316.916,44,467,467,54.87166667,55
1:13,1,PLX,2,1.494,0.3442,0.0983,2.4671,0.6877,29,383.3076667,61,601,601,73.21866667,73
1:13,1,PLX,2,1.3579,0.6258,0.035,2.5448,0.5403,26,370.8216667,51,384,384,48.96866667,49
1:15,1,PLX,1,1.5463,0.3358,0.0816,1.1221,0.9521,77,1166.494333,172,1373.666667,1374,132.464,132
1:15,1,PLX,1,1.5457,0.3795,0.0846,1.1595,0.8969,53,797.888,131,895.3333333,895,101.3786667,101
1:15,1,PLX,3,1.1677,0.4971,0.011,1.1847,0.7798,12,245.614,21,755.6666667,756,83.90733333,84
1:15,1,PLX,1,1.2796,0.9194,0.0209,1.1848,0.7798,48,743.752,94,285,285,41.15433333,41
1:15,1,PLX,3,1.4981,0.3832,0.1065,1.2273,0.8795,35,371.2803333,72,693.6666667,694,84.74866667,85
1:15,1,PLX,3,1.3894,0.4982,0.048,1.3041,0.7282,29,484.2636667,52,828,828,86.27,86
1:15,1,PLX,1,1.4161,0.3913,0.0623,1.3158,0.8073,30,442.46,63,1268.666667,1269,130.3176667,130
1:15,1,PLX,2,1.4279,0.5548,0.0382,1.3605,0.7466,49,665.7306667,106,523,523,58.784,59
1:15,1,PLX,1,1.4707,0.6334,0.1701,1.3657,0.8084,55,826.7523333,108,431.3333333,431,60.03933333,60
1:15,1,PLX,1,1.4898,0.3925,0.0624,1.3829,0.8492,89,1122.435667,186,927,927,106.226,106
1:15,1,PLX,2,1.3547,0.5759,0.0406,1.413,0.8016,30,538.3036667,59,590,590,88.642,89
1:15,1,PLX,2,1.3898,0.4832,0.0602,1.5252,0.8119,37,487.085,79,631,631,77.60966667,78
1:15,1,PLX,1,1.3114,0.6533,0.0316,1.5855,0.751,35,497.614,60,525.3333333,525,82.57833333,83
1:15,1,PLX,2,1.4281,0.4883,0.0715,1.6091,0.818,27,371.979,51,372,372,49.89666667,50
1:15,1,PLX,3,1.1938,0.9612,0.0155,1.6337,0.8304,16,265.0596667,29,548.3333333,548,57.837,58
1:15,1,PLX,1,1.4151,0.5642,0.049,1.6511,0.6896,39,623.8386667,77,491.3333333,491,61.28433333,61
1:15,1,PLX,3,1.4568,0.3821,0.0767,1.671,0.8037,20,377.2593333,41,498,498,57.94233333,58
1:15,1,PLX,3,1.3996,0.4862,0.0631,1.7192,0.7502,23,390.53,41,313,313,46.205,46
1:15,1,PLX,2,1.3746,0.788,0.0406,1.7194,0.6637,47,719.5813333,91,493.6666667,494,61.91333333,62
1:15,1,PLX,2,1.4562,0.4115,0.1083,1.7672,0.7887,20,261.725,42,650,650,67.518,68
1:15,1,PLX,3,1.4738,0.5955,0.2821,1.9136,0.6816,30,390.4163333,64,830.3333333,830,117.3206667,117
1:15,1,PLX,3,1.5217,0.3465,0.0845,1.9897,0.7321,29,454.262,56,392.3333333,392,47.56233333,48
1:15,1,PLX,1,1.39,0.5221,0.0592,2.0166,0.7144,62,891.4453333,131,604.6666667,605,76.12266667,76
1:15,1,PLX,2,1.348,0.4645,0.0365,2.057,0.6455,26,460.5256667,51,448.3333333,448,61.67266667,62
1:15,1,PLX,2,1.3833,0.6118,0.0608,2.1101,0.5855,27,449.377,62,999.3333333,999,87.51433333,88
1:15,1,PLX,2,1.4263,0.4343,0.0739,2.1218,0.655,22,360.9306667,44,1380.333333,1380,140.4223333,140
1:15,1,PLX,3,1.4828,0.5382,0.288,2.228,0.742,29,340.0466667,60,728,728,86.24433333,86
1:16,1,PLX,2,1.4761,0.3592,0.1028,1.0528,0.8945,23,261.1413333,42,275.6666667,276,38.38966667,38
1:16,1,PLX,3,1.5248,0.3106,0.1094,1.074,0.8613,25,369.5106667,58,761.6666667,762,73.109,73
1:16,1,PLX,1,1.4329,0.5428,0.062,1.1399,0.8638,45,674.4096667,92,464.3333333,464,63.06733333,63
1:16,1,PLX,1,1.3936,0.6058,0.0429,1.1602,0.7869,78,751.2513333,139,505.6666667,506,58.19266667,58
1:16,1,PLX,3,1.4394,0.3895,0.098,1.2,0.7974,20,247.0753333,41,526,526,69.21,69
1:16,1,PLX,3,1.3626,0.478,0.0575,1.2563,0.7799,18,332.144,36,425.3333333,425,47.079,47
1:16,1,PLX,3,1.3681,0.4862,0.0599,1.2606,0.8735,29,440.531,61,511.3333333,511,74.67733333,75
1:16,1,PLX,2,1.2604,0.99,0.0318,1.2764,0.6961,44,660.8643333,74,791,791,87.186,87
1:16,1,PLX,3,1.262,0.9597,0.0215,1.2847,0.826,51,723.1026667,97,822.3333333,822,87.027,87
1:16,1,PLX,2,1.2938,0.99,0.0284,1.3251,0.7759,58,923.691,115,364,364,49.086,49
1:16,1,PLX,1,1.5052,0.345,0.0962,1.3294,0.8605,34,473.4966667,70,433.3333333,433,51.711,52
1:16,1,PLX,1,1.3392,0.6539,0.0416,1.3347,0.8435,40,633.4363333,84,790.3333333,790,69.948,70
1:16,1,PLX,3,1.5207,0.3831,0.084,1.3614,0.7331,49,696.4876667,97,537,537,67.78066667,68
1:16,1,PLX,2,1.4497,0.4617,0.0679,1.3688,0.8559,34,517.544,66,328.6666667,329,44.18233333,44
1:16,1,PLX,2,1.4316,0.4759,0.0577,1.4091,0.8003,44,660.8643333,74,1147,1147,93.815,94
1:16,1,PLX,1,1.3918,0.511,0.0464,1.5328,0.6445,40,587.9083333,78,555.3333333,555,70.333,70
1:16,1,PLX,1,1.3155,0.7258,0.0337,1.542,0.7755,47,532.8033333,88,666,666,75.853,76
1:16,1,PLX,1,1.4936,0.4162,0.0768,1.6296,0.7726,55,997.421,125,396.3333333,396,47.85466667,48
